Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
takeScreenshot,Chrome 78.0.3904.108,,2019-12-09 22:06:07,2019-12-09 22:06:07,0.437s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:07,2019-12-09 22:06:08,0.838s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-09 22:06:08,2019-12-09 22:06:09,0.944s,PASSED
,,,,,,
Test Cases/RemoteDataStore,Chrome 78.0.3904.108,,2019-12-09 22:06:09,2019-12-09 22:07:18,1m - 9.212s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-09 22:06:09,2019-12-09 22:06:15,5.704s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-09 22:06:15,2019-12-09 22:06:16,1.151s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:16,2019-12-09 22:06:17,0.536s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:17,2019-12-09 22:06:17,0.346s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:17,2019-12-09 22:06:21,3.797s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:21,2019-12-09 22:06:24,3.065s,PASSED
mouseOver,Chrome 78.0.3904.108,,2019-12-09 22:06:24,2019-12-09 22:06:24,0.090s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:24,2019-12-09 22:06:28,3.514s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:06:28,2019-12-09 22:06:38,10.005s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:38,2019-12-09 22:06:38,0.277s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:06:38,2019-12-09 22:06:48,10.004s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:48,2019-12-09 22:06:49,1.051s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:49,2019-12-09 22:06:50,0.730s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:50,2019-12-09 22:06:50,0.300s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:50,2019-12-09 22:06:50,0.248s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:50,2019-12-09 22:06:51,0.371s,PASSED
selectOptionByLabel,Chrome 78.0.3904.108,,2019-12-09 22:06:51,2019-12-09 22:06:51,0.374s,PASSED
selectOptionByLabel,Chrome 78.0.3904.108,,2019-12-09 22:06:51,2019-12-09 22:06:52,1.334s,PASSED
selectOptionByValue,Chrome 78.0.3904.108,,2019-12-09 22:06:52,2019-12-09 22:06:53,0.332s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:53,2019-12-09 22:06:55,2.412s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:06:55,2019-12-09 22:07:05,10.003s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-09 22:07:05,2019-12-09 22:07:06,0.403s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:07:06,2019-12-09 22:07:06,0.283s,PASSED
waitForElementVisible,Chrome 78.0.3904.108,,2019-12-09 22:07:06,2019-12-09 22:07:06,0.198s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:07:06,2019-12-09 22:07:06,0.272s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:07:06,2019-12-09 22:07:07,0.693s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:07:07,2019-12-09 22:07:17,10.003s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-09 22:07:17,2019-12-09 22:07:17,0.445s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-09 22:07:17,2019-12-09 22:07:18,0.901s,PASSED
